"name","edition","proddate","idno","cntry","c2weight","mode","w5q1","w5q2","w5q3","w5q4","w5q5","w5q6","w5q7","w5q8","w5q9","w5q10","w5q11","w5q12","w5q13","w5q14","w5q15","w5q16","w5q17","w5q18","w5q19","w5q20","w5q21","w5q22","w5q23","w5q24","w5q25","w5q26","w5q27","w5q28","w5q29","w5q30","w5q31","w5q32","w5q33","w5q34","w5q35","w5q36","w5q37","w5q38","w5q39","w5q40","w5q41","w5q42","w5q43","w5q44","w5q45","w5admin","w5q46","w5q47","w5q48","w5q49","w5q50","w5q51","w5q52","w5q53","w5q54","w5q55","w5q56","w5q57","w5q58","w5q69b","w5q68b","w5q67b","w5q66b","w5q69a","w5q68a","w5q67a","w5q66a","w5q65","w5q64","w5q63","w5q62","w5q61","w5q60","w5q59","w5q70","w5q71","w5q72","w5q73","w5q74","w5q75","w5q76","w5q77","w5q78","w5q79","w5q80","w5q81","w5q82","survlng","inwds","inwde","w5ininwe","w5tsinwe","w5osinwe","w5cdinwe","w5ipinwe","w5vainwe","w5scinwe","w5fwinwe","w5indur","w5tsdur","w5ostdur","w5covdur","w5incdur","w5vacdur","w5scdur","w5findur","intdur","lastansw","surveycomp","fdwrkinc","uagent","device","fl_21_do_incomegeneratingprocessa","fl_21_do_incomegeneratingprocessb","fl_25_do_surveyclimatea","fl_25_do_surveyclimateb","longitudinalfinancialwell_being_do_w5q73","longitudinalfinancialwell_being_do_w5q74","longitudinalfinancialwell_being_do_w5q75","longitudinalfinancialwell_being_do_w5q76","longitudinalfinancialwell_being_do_w5q77","longitudinalfinancialwell_being_do_w5q78","longitudinalfinancialwell_being_do_w5q79","gndr","agea","eduyrs","eisced","netusoft","mnactic","hincfel","hinctnta","region"
"CRON2W5e01","1.0","28.03.2024",23400,"FI",0.9640877,1,9,9,10,7,8,10,9,8,9,9,4,9,10,10,7,1,0,0,0,2,0,0,0,0,0,2,0,0,0,0,5,3,5,4,5,3,5,2,2,2,3,2,1,7,6,1,2,2,3,6,2,3,3,2,3,3,3,3,4,0,1,0,1,6,6,6,6,2,4,4,4,0,6,1,7,5,1,1,1,2,2,1,3,1,3,2,2,"FIN",2022-10-14 16:17:00,2022-10-14 16:32:13,2022-10-14 16:17:03,2022-10-14 16:18:38,2022-10-14 16:22:03,2022-10-14 16:24:32,2022-10-14 16:27:32,2022-10-14 16:29:30,2022-10-14 16:30:50,2022-10-14 16:32:01,3,95,205,149,180,118,80,71,901,"w5q84",100,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6 Safari/605.1.15",2,1,,1,,6,7,3,4,5,1,2,1,41,23,6,5,1,2,8,"FI1B1"
"CRON2W5e01","1.0","28.03.2024",23402,"FI",0.7367948,1,8,8,8,7,8,9,9,8,8,8,6,99,5,9,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5,7,1,1,3,1,3,3,3,3,2,1,7,7,1,1,2,2,7,4,9,9,9,9,9,9,9,9,6,6,6,6,1,1,1,1,1,4,4,4,0,6,1,4,5,4,9,9,9,9,9,9,9,3,2,3,"FIN",2022-10-12 11:14:37,2022-10-12 11:32:43,2022-10-12 11:15:07,2022-10-12 11:18:40,2022-10-12 11:21:40,2022-10-12 11:24:59,2022-10-12 11:28:34,2022-10-12 11:30:30,2022-10-12 11:31:04,2022-10-12 11:32:21,30,213,180,199,215,116,34,77,1064,"w5q84",79.74683,1,"Mozilla/5.0 (Linux; Android 11; SAMSUNG SM-A505FN) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/18.0 Chrome/99.0.4844.88 Mobile Safari/537.36",1,1,,1,,4,2,3,7,5,1,6,1,71,15,4,5,6,2,77,"FI197"
"CRON2W5e01","1.0","28.03.2024",23411,"FI",0.52004766,1,8,7,8,7,7,9,9,99,9,5,4,4,9,9,3,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,5,5,3,6,2,3,1,4,3,2,2,2,1,7,7,1,2,1,2,2,2,2,3,3,2,4,4,3,2,6,6,6,6,1,1,1,1,1,3,3,4,0,6,1,2,6,1,2,1,2,1,3,2,3,4,2,3,"FIN",2022-10-27 13:11:24,2022-10-27 13:39:12,2022-10-27 13:11:57,2022-10-27 13:18:20,2022-10-27 13:22:30,2022-10-27 13:26:57,2022-10-27 13:33:09,2022-10-27 13:35:34,2022-10-27 13:36:15,2022-10-27 13:38:57,33,383,250,267,372,145,41,162,1653,"w5q84",98.73418,1,"Mozilla/5.0 (Linux; Android 12; SM-P610) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36",3,1,,,1,5,7,4,6,1,3,2,2,63,25,6,5,3,2,5,"FI1C1"
"CRON2W5e01","1.0","28.03.2024",23419,"FI",0.86942244,1,10,9,9,99,8,99,9,9,99,9,4,8,9,8,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,2,6,3,3,3,1,4,4,2,2,4,1,7,7,2,2,2,2,7,5,3,1,3,1,3,2,1,3,6,6,6,6,0,1,0,1,1,3,4,4,0,6,1,7,7,1,1,1,1,1,5,4,4,4,2,3,"FIN",2022-10-13 14:46:43,2022-10-13 15:17:45,2022-10-13 14:46:52,2022-10-13 14:50:16,2022-10-13 14:54:39,2022-10-13 15:01:47,2022-10-13 15:09:47,2022-10-13 15:13:02,2022-10-13 15:14:05,2022-10-13 15:17:22,9,204,263,428,480,195,63,197,1839,"w5q84",96.20253,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Safari/605.1.15",2,,1,,1,6,2,4,3,1,5,7,2,68,15,4,5,6,1,7,"FI1D3"
"CRON2W5e01","1.0","28.03.2024",23479,"FI",0.9656127,1,8,8,7,7,7,9,8,7,8,7,7,7,8,9,6,2,2,1,2,2,1,0,0,0,1,3,0,0,0,0,2,4,5,4,3,6,1,2,2,2,2,1,1,5,6,2,3,3,2,6,4,3,3,4,3,3,3,3,3,0,0,0,0,6,6,6,6,2,4,4,4,4,6,1,4,7,3,1,1,2,2,2,3,1,5,2,3,"FIN",2022-10-16 15:57:17,2022-10-16 16:15:20,2022-10-16 15:57:28,2022-10-16 15:59:55,2022-10-16 16:02:57,2022-10-16 16:05:50,2022-10-16 16:10:00,2022-10-16 16:12:32,2022-10-16 16:12:52,2022-10-16 16:15:05,11,147,182,173,250,152,20,133,1068,"w5q84",100,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.5 Mobile/15E148 Safari/604.1",1,,1,1,,5,7,1,3,4,6,2,1,33,17,7,5,1,1,9,"FI1B1"
"CRON2W5e01","1.0","28.03.2024",23482,"FI",1.4768283,1,8,8,8,99,8,8,8,8,8,7,8,7,10,7,7,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,3,3,5,4,4,3,1,3,3,2,2,3,1,7,7,2,3,2,3,4,4,5,3,3,2,4,3,2,3,0,9,0,1,6,6,6,6,2,3,4,4,0,6,1,5,5,3,1,1,4,3,5,3,4,4,4,4,"SWE",2022-10-19 18:16:11,2022-10-19 18:28:22,2022-10-19 18:16:14,2022-10-19 18:18:12,2022-10-19 18:19:41,2022-10-19 18:22:14,2022-10-19 18:24:49,2022-10-19 18:26:17,2022-10-19 18:26:38,2022-10-19 18:28:04,3,118,89,153,155,88,21,86,713,"w5q84",98.73418,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Mobile/15E148 Safari/604.1",1,,1,,1,7,1,6,4,2,5,3,1,39,11,4,5,1,2,10,"FI1B1"
"CRON2W5e01","1.0","28.03.2024",23539,"FI",0.61627764,1,9,9,9,7,8,10,10,9,9,6,3,9,10,10,8,2,2,1,1,2,1,2,0,1,3,1,0,0,0,0,2,6,7,2,2,4,1,3,3,2,2,2,1,6,6,2,1,2,2,4,5,3,3,4,2,4,3,3,3,6,6,6,6,1,1,0,1,1,4,4,4,0,6,1,3,4,2,1,2,2,2,4,3,4,4,2,3,"FIN",2022-10-13 10:03:59,2022-10-13 10:13:01,2022-10-13 10:04:02,2022-10-13 10:05:30,2022-10-13 10:06:59,2022-10-13 10:08:59,2022-10-13 10:10:40,2022-10-13 10:11:39,2022-10-13 10:12:03,2022-10-13 10:12:53,3,88,89,120,101,59,24,50,534,"w5q84",100,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36 Edg/106.0.1370.42",2,,1,1,,5,4,6,1,2,7,3,2,58,17,7,5,1,1,9,"FI1B1"
"CRON2W5e01","1.0","28.03.2024",23573,"FI",0.64702666,1,8,9,9,99,99,9,9,99,8,5,0,8,10,7,99,3,4,3,9,4,0,0,0,0,9,4,0,0,9,0,2,5,7,2,1,1,9,4,4,4,3,3,1,7,7,2,2,1,1,9,5,9,4,9,9,9,3,3,3,0,9,0,9,6,6,6,6,2,2,4,4,0,6,1,4,5,4,5,4,5,3,1,1,1,3,2,3,"FIN",2022-10-21 07:23:29,2022-10-21 07:39:30,2022-10-21 07:23:34,2022-10-21 07:25:45,2022-10-21 07:28:28,2022-10-21 07:31:47,2022-10-21 07:35:15,2022-10-21 07:37:11,2022-10-21 07:37:43,2022-10-21 07:39:19,5,131,163,199,208,116,32,96,950,"w5q84",83.544304,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Mobile/15E148 Safari/604.1",1,,1,,1,4,1,7,5,2,3,6,2,58,17,6,5,5,4,1,"FI1B1"
"CRON2W5e01","1.0","28.03.2024",23633,"FI",0.7417439,1,10,10,8,8,9,9,10,8,8,8,0,5,5,8,0,1,1,0,0,0,0,0,0,0,7,6,0,0,0,0,1,3,7,1,3,3,1,1,1,1,1,2,1,7,7,2,1,1,2,5,5,5,5,1,3,3,3,3,4,6,6,6,6,1,1,1,1,1,4,4,4,0,6,1,7,7,4,1,1,1,1,4,1,3,4,2,3,"FIN",2022-10-14 07:10:14,2022-10-14 07:32:26,2022-10-14 07:10:22,2022-10-14 07:14:35,2022-10-14 07:17:53,2022-10-14 07:22:11,2022-10-14 07:26:12,2022-10-14 07:28:31,2022-10-14 07:29:18,2022-10-14 07:31:58,8,253,198,258,241,139,47,160,1304,"w5q84",100,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:105.0) Gecko/20100101 Firefox/105.0",2,,1,1,,3,7,4,6,5,1,2,1,69,10,4,5,6,2,2,"FI1D3"
"CRON2W5e01","1.0","28.03.2024",23653,"FI",0.90825194,1,8,9,9,8,6,8,8,7,8,9,5,6,9,9,5,2,2,0,3,1,3,1,0,1,2,3,0,0,0,0,6,4,6,2,4,1,1,5,5,4,3,3,1,5,5,2,1,2,2,2,2,9,4,3,2,4,4,3,3,0,0,0,1,6,6,6,6,2,3,3,4,3,6,1,3,4,7,2,1,3,1,3,2,2,2,2,1,"FIN",2022-10-12 18:23:16,2022-10-12 18:34:45,2022-10-12 18:23:18,2022-10-12 18:25:00,2022-10-12 18:27:16,2022-10-12 18:29:44,2022-10-12 18:32:13,2022-10-12 18:33:19,2022-10-12 18:33:35,2022-10-12 18:34:31,2,102,136,148,149,66,16,56,675,"w5q84",98.73418,1,"Mozilla/5.0 (Linux; Android 12; KB2003) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Mobile Safari/537.36",1,,1,1,,6,2,1,4,3,7,5,2,33,18,6,5,2,1,7,"FI193"
"CRON2W5e01","1.0","28.03.2024",23730,"FI",0.68741643,1,8,8,8,8,8,8,8,8,8,5,6,5,8,7,7,2,3,3,3,3,3,3,3,3,3,3,0,0,0,0,4,2,2,2,2,3,1,3,3,3,3,2,1,4,4,2,3,3,3,2,5,2,3,3,3,3,3,3,3,1,1,1,1,6,6,6,6,2,3,1,3,3,6,1,4,4,4,2,1,2,2,2,3,2,4,4,3,"FIN",2022-10-20 21:48:20,2022-10-20 21:57:09,2022-10-20 21:48:24,2022-10-20 21:49:52,2022-10-20 21:51:13,2022-10-20 21:53:01,2022-10-20 21:54:53,2022-10-20 21:55:43,2022-10-20 21:55:58,2022-10-20 21:56:57,4,88,81,108,112,50,15,59,517,"w5q84",100,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Mobile/15E148 Safari/604.1",1,,1,,1,7,5,3,6,4,2,1,1,48,17,7,5,1,1,10,"FI1C1"
"CRON2W5e01","1.0","28.03.2024",23734,"FI",0.7749357,1,9,9,9,8,7,10,9,8,8,9,9,9,10,9,8,2,1,0,1,1,1,1,1,1,1,1,0,1,0,0,3,6,4,3,3,4,1,2,2,2,2,2,1,6,6,2,2,2,2,4,2,5,3,4,2,3,4,3,3,0,0,0,1,6,6,6,6,2,4,4,4,1,6,1,4,6,4,2,1,2,1,3,3,1,3,2,3,"FIN",2022-10-14 14:12:05,2022-10-14 14:28:30,2022-10-14 14:12:08,2022-10-14 14:14:08,2022-10-14 14:16:33,2022-10-14 14:20:37,2022-10-14 14:24:05,2022-10-14 14:26:15,2022-10-14 14:26:46,2022-10-14 14:28:17,3,120,145,244,208,130,31,91,972,"w5q84",100,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Safari/605.1.15",2,,1,,1,3,7,1,4,5,2,6,1,42,18,7,5,1,1,10,"FI1B1"
"CRON2W5e01","1.0","28.03.2024",23752,"FI",0.9249064,2,8,8,9,99,4,9,7,6,99,6,2,7,9,8,7,1,1,1,1,2,1,1,1,0,1,0,0,0,0,0,3,4,5,3,3,6,1,3,3,3,2,1,1,5,6,2,2,2,2,3,5,9,4,4,2,4,9,9,9,6,6,6,6,6,6,6,6,9,3,3,4,1,6,1,3,5,3,1,1,1,1,3,4,3,3,2,3,"FIN",2022-10-20 22:08:49,2022-10-20 22:24:15,2022-10-20 22:08:58,2022-10-20 22:11:36,2022-10-20 22:14:14,2022-10-20 22:16:59,2022-10-20 22:21:05,2022-10-20 22:22:13,2022-10-20 22:22:39,2022-10-20 22:24:04,9,158,158,165,246,68,26,85,915,"w5q84",91.139244,1,"Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:105.0) Gecko/20100101 Firefox/105.0",2,,1,,1,3,2,5,7,4,6,1,1,52,16,7,5,1,1,9,"FI1B1"
"CRON2W5e01","1.0","28.03.2024",23758,"FI",0.55145866,1,9,8,8,8,8,8,9,8,9,8,2,9,10,10,6,2,3,4,1,4,2,0,0,0,4,2,0,0,0,0,1,6,6,1,1,3,2,4,4,4,5,2,1,7,7,2,1,1,2,9,9,9,9,9,9,9,4,9,9,0,1,0,1,6,6,6,6,2,4,4,4,0,6,1,4,5,2,1,1,2,1,2,2,1,3,2,3,"FIN",2022-10-12 16:24:00,2022-10-12 16:40:49,2022-10-12 16:24:04,2022-10-12 16:26:45,2022-10-12 16:30:27,2022-10-12 16:33:52,2022-10-12 16:36:35,2022-10-12 16:37:55,2022-10-12 16:38:41,2022-10-12 16:40:31,4,161,222,205,163,80,46,110,991,"w5q84",88.6076,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.5 Mobile/15E148 Safari/604.1",1,,1,,1,4,3,5,7,1,2,6,2,58,20,6,5,1,2,3,"FI1C1"
"CRON2W5e01","1.0","28.03.2024",23775,"FI",0.94736075,2,10,10,10,10,10,10,10,10,10,8,2,7,10,10,5,1,1,1,1,1,2,0,0,0,1,1,0,0,0,0,2,3,5,2,2,2,1,4,3,3,3,5,1,7,7,1,1,1,2,5,1,1,5,1,4,3,3,3,2,6,6,6,6,1,1,1,1,1,3,4,4,4,6,1,4,3,3,1,2,1,1,3,4,1,3,2,3,"FIN",2022-10-14 21:19:06,2022-10-14 21:25:51,2022-10-14 21:19:08,2022-10-14 21:20:14,2022-10-14 21:21:22,2022-10-14 21:22:50,2022-10-14 21:24:25,2022-10-14 21:24:55,2022-10-14 21:25:10,2022-10-14 21:25:45,2,66,68,88,95,30,15,35,399,"w5q84",100,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6,2 Mobile/15E148 Safari/604.1",1,1,,,1,7,4,5,6,2,1,3,2,27,15,6,5,1,1,6,"FI1C1"
"CRON2W5e01","1.0","28.03.2024",23818,"FI",1.5994791,1,8,8,8,8,6,8,8,8,8,7,4,3,6,9,4,1,1,1,1,3,2,0,0,1,2,2,0,0,0,0,3,5,4,3,3,2,3,2,2,4,2,1,1,5,6,1,2,1,2,5,3,3,3,3,3,3,3,3,3,0,1,1,1,6,6,6,6,2,3,3,3,3,6,1,4,7,4,2,2,2,2,3,3,3,3,2,3,"FIN",2022-10-20 08:59:01,2022-10-20 09:41:16,2022-10-20 08:59:23,2022-10-20 09:17:43,2022-10-20 09:23:22,2022-10-20 09:29:13,2022-10-20 09:35:42,2022-10-20 09:38:34,2022-10-20 09:39:11,2022-10-20 09:41:01,22,1100,339,351,389,172,37,110,2520,"w5q84",100,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Mobile/15E148 Safari/604.1",1,1,,1,,2,4,6,5,3,1,7,2,35,12,4,5,1,2,9,"FI1B1"
"CRON2W5e01","1.0","28.03.2024",23862,"FI",0.6152165,1,10,10,10,99,7,9,10,99,8,2,8,3,10,5,6,1,1,0,0,1,2,1,0,1,1,3,0,0,0,0,1,5,6,3,3,3,1,3,3,1,3,2,1,6,6,1,1,1,2,6,5,4,3,2,2,4,3,2,3,1,0,1,1,6,6,6,6,2,4,4,4,1,6,1,6,7,4,3,3,3,3,3,2,2,3,3,3,"FIN",2022-10-17 19:11:41,2022-10-17 19:32:20,2022-10-17 19:11:44,2022-10-17 19:15:14,2022-10-17 19:18:31,2022-10-17 19:22:46,2022-10-17 19:27:20,2022-10-17 19:29:25,2022-10-17 19:29:51,2022-10-17 19:31:39,3,210,197,255,274,125,26,108,1198,"w5q84",97.46835,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Mobile/15E148 Safari/604.1",1,1,,,1,2,6,4,3,1,5,7,1,58,16,5,5,1,2,9,"FI197"
"CRON2W5e01","1.0","28.03.2024",23925,"FI",0.739071,1,7,8,8,7,9,9,10,8,6,5,0,8,5,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7,7,1,1,4,1,1,2,1,2,2,1,7,7,1,2,2,2,7,5,5,3,3,3,3,3,3,2,6,6,6,6,1,1,1,1,1,4,0,0,0,6,1,7,6,4,1,1,1,1,5,5,5,5,1,3,"FIN",2022-10-13 07:17:15,2022-10-13 07:38:19,2022-10-13 07:17:28,2022-10-13 07:20:59,2022-10-13 07:24:14,2022-10-13 07:28:24,2022-10-13 07:32:37,2022-10-13 07:34:47,2022-10-13 07:35:15,2022-10-13 07:37:50,13,211,195,250,253,130,28,155,1235,"w5q84",100,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36",2,1,,1,,5,3,7,1,6,2,4,1,76,12,5,5,6,1,5,"FI1B1"
"CRON2W5e01","1.0","28.03.2024",24005,"FI",1.0075823,1,9,8,9,7,8,8,9,8,8,6,3,1,6,7,3,3,3,2,1,3,0,2,0,0,7,5,1,0,1,0,3,3,5,5,5,4,1,5,3,2,2,2,1,4,5,1,1,2,2,5,2,4,3,4,3,4,3,3,3,6,6,6,6,1,1,1,0,1,4,3,3,0,6,1,4,5,3,3,1,1,2,4,3,4,4,2,3,"FIN",2022-10-19 16:05:51,2022-10-19 16:28:15,2022-10-19 16:05:56,2022-10-19 16:10:17,2022-10-19 16:14:25,2022-10-19 16:18:53,2022-10-19 16:23:22,2022-10-19 16:25:28,2022-10-19 16:26:06,2022-10-19 16:28:02,5,261,248,268,269,126,38,116,1331,"w5q84",100,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36",2,1,,1,,5,1,3,4,7,6,2,2,78,14,4,5,6,1,6,"FI1B1"
"CRON2W5e01","1.0","28.03.2024",24034,"FI",0.8444804,2,7,6,7,6,7,8,8,7,7,4,4,5,8,8,8,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,1,4,5,4,3,3,1,2,3,1,1,1,1,7,6,2,2,3,3,6,4,3,3,5,3,3,2,2,2,6,6,6,6,1,1,1,1,1,2,4,4,0,6,1,5,5,4,1,1,1,1,1,3,1,3,2,3,"FIN",2022-10-13 13:35:30,2022-10-13 13:50:06,2022-10-13 13:35:34,2022-10-13 13:38:16,2022-10-13 13:40:26,2022-10-13 13:43:02,2022-10-13 13:46:49,2022-10-13 13:48:07,2022-10-13 13:48:30,2022-10-13 13:49:53,4,162,130,156,227,78,23,83,863,"w5q84",100,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36 Edg/106.0.1370.42",2,,1,,1,5,4,7,1,6,2,3,2,41,19,7,5,1,2,10,"FI1B1"
"CRON2W5e01","1.0","28.03.2024",24038,"FI",1.0027049,1,9,9,9,8,9,9,10,9,9,7,6,8,9,10,8,2,4,0,4,3,0,0,0,1,3,3,0,0,1,1,6,3,7,5,6,3,4,3,3,3,3,2,1,7,6,2,1,2,2,6,6,6,3,5,3,4,3,3,3,6,6,6,6,1,1,1,1,1,3,4,4,0,6,1,3,6,5,4,4,4,4,2,3,1,3,2,1,"FIN",2022-10-13 07:54:21,2022-10-13 08:09:21,2022-10-13 07:54:24,2022-10-13 07:56:39,2022-10-13 07:59:48,2022-10-13 08:02:57,2022-10-13 08:05:30,2022-10-13 08:06:54,2022-10-13 08:07:32,2022-10-13 08:09:04,3,135,189,189,153,84,38,92,883,"w5q84",100,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36 Edg/106.0.1370.37",2,,1,1,,5,4,1,2,6,3,7,2,56,12,4,5,1,2,6,"FI1B1"
"CRON2W5e01","1.0","28.03.2024",24045,"FI",0.6597142,1,8,8,7,7,7,9,9,8,8,7,5,8,9,9,3,1,1,1,0,0,0,0,0,0,7,1,1,0,0,0,1,4,6,2,4,3,1,3,3,2,3,2,1,7,6,1,2,2,2,3,3,3,3,3,2,4,3,3,3,6,6,6,6,1,1,1,1,1,4,4,4,0,6,1,7,7,2,1,1,3,1,3,3,3,3,2,3,"SWE",2022-10-14 12:18:15,2022-10-14 12:52:44,2022-10-14 12:18:25,2022-10-14 12:22:42,2022-10-14 12:31:36,2022-10-14 12:37:43,2022-10-14 12:44:33,2022-10-14 12:47:52,2022-10-14 12:49:00,2022-10-14 12:52:10,10,257,534,367,410,199,68,190,2035,"w5q84",100,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:105.0) Gecko/20100101 Firefox/105.0",2,1,,,1,7,5,2,4,3,6,1,1,72,20,7,5,6,2,5,"FI1B1"
"CRON2W5e01","1.0","28.03.2024",24055,"FI",0.78585523,1,10,10,10,10,10,10,10,10,10,10,2,10,99,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,7,1,1,3,1,4,4,3,2,2,1,7,7,2,1,1,2,5,9,9,3,3,3,3,9,9,9,6,6,6,6,1,1,0,1,1,4,4,4,0,6,1,7,7,1,1,1,1,1,4,4,3,3,2,3,"FIN",2022-10-19 17:05:31,2022-10-19 17:33:53,2022-10-19 17:20:37,2022-10-19 17:22:53,2022-10-19 17:24:45,2022-10-19 17:27:32,2022-10-19 17:30:28,2022-10-19 17:31:48,2022-10-19 17:32:08,2022-10-19 17:33:34,906,136,112,167,176,80,20,86,1683,"w5q84",92.40506,1,"Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",4,,1,,1,6,5,3,7,4,2,1,1,46,20,7,5,1,2,6,"FI1B1"
"CRON2W5e01","1.0","28.03.2024",24091,"FI",0.58385754,1,8,8,7,7,7,9,9,7,7,8,5,5,9,9,4,4,4,4,4,4,3,1,1,1,4,5,2,1,2,1,2,5,6,2,3,3,1,4,4,2,2,2,1,6,6,1,1,1,2,5,4,4,2,2,2,3,3,3,4,0,1,1,1,6,6,6,6,2,3,3,4,1,6,1,6,6,3,2,1,1,1,4,4,4,4,3,3,"FIN",2022-10-17 08:58:18,2022-10-17 09:27:08,2022-10-17 08:58:30,2022-10-17 09:03:56,2022-10-17 09:10:23,2022-10-17 09:15:46,2022-10-17 09:20:46,2022-10-17 09:23:10,2022-10-17 09:24:00,2022-10-17 09:26:40,12,326,387,323,300,144,50,160,1702,"w5q84",100,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36",2,1,,,1,1,4,5,2,7,3,6,2,85,10,5,5,6,1,4,"FI1D9"
"CRON2W5e01","1.0","28.03.2024",24168,"FI",0.7820137,1,8,9,10,8,7,10,9,7,9,9,3,9,2,8,7,3,1,1,1,4,2,1,0,2,7,1,0,0,0,2,2,5,7,3,3,3,1,1,1,2,3,2,1,6,6,1,1,2,2,2,2,3,4,4,3,3,3,3,3,6,6,6,6,1,1,1,0,1,3,4,3,2,6,1,4,6,4,2,2,3,3,2,1,3,2,2,3,"FIN",2022-10-28 15:02:10,2022-10-28 15:30:01,2022-10-28 15:02:26,2022-10-28 15:09:10,2022-10-28 15:15:04,2022-10-28 15:22:03,2022-10-28 15:26:50,2022-10-28 15:28:06,2022-10-28 15:28:27,2022-10-28 15:29:42,16,404,354,419,287,76,21,75,1652,"w5q84",100,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Mobile/15E148 Safari/604.1",1,1,,,1,5,4,6,2,7,3,1,1,41,21,6,5,9,2,7,"FI1B1"
"CRON2W5e01","1.0","28.03.2024",24170,"FI",0.637752,1,9,7,6,7,8,7,7,7,6,8,7,5,7,5,4,2,1,0,0,0,0,0,0,0,7,3,0,0,0,0,2,4,6,3,2,3,1,3,3,3,2,2,1,7,6,1,2,2,2,2,0,1,3,3,3,3,3,3,4,0,0,0,0,6,6,6,6,2,2,2,4,0,6,1,4,4,4,1,1,1,1,3,2,2,3,3,3,"FIN",2022-10-13 20:11:20,2022-10-13 20:37:54,2022-10-13 20:11:41,2022-10-13 20:16:16,2022-10-13 20:20:11,2022-10-13 20:25:23,2022-10-13 20:31:12,2022-10-13 20:34:16,2022-10-13 20:35:02,2022-10-13 20:37:26,21,275,235,312,349,184,46,144,1566,"w5q84",100,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36 Edg/106.0.1370.37",2,1,,1,,1,7,5,2,6,4,3,2,70,13,5,5,6,2,6,"FI1D3"
